frame_id,c1_rater1,c1_rater2,c1_rater3,c2_rater1,c2_rater2,c2_rater3,c3_rater1,c3_rater2,c3_rater3,dir_name
2550,0,1,0,0,1,0,0,0,0,e8087860-31b4-43b0-bcd4-e1877930748b
0,1,0,0,1,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
150,0,0,1,0,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
300,1,0,0,0,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
450,0,0,0,0,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
600,0,0,0,0,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
750,1,0,0,1,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
900,0,0,0,0,1,0,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1050,1,0,1,1,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1200,1,0,0,1,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1350,0,0,0,0,1,0,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1500,1,0,1,1,1,1,1,0,1,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1650,1,0,1,1,1,1,1,0,1,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1800,1,0,1,1,1,1,1,0,1,c1977fa8-8a9a-41af-97bf-e753c7a9106a
1950,1,0,0,1,1,1,0,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
2100,1,0,0,1,1,1,1,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
2250,1,0,0,1,1,1,1,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
2400,1,0,0,1,1,1,1,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
2550,1,0,0,0,1,1,1,0,0,c1977fa8-8a9a-41af-97bf-e753c7a9106a
0,0,0,1,0,1,1,0,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
150,0,0,0,0,0,0,0,0,0,410c22d6-fef5-40de-b944-4e5d23c88763
300,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
450,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
600,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
750,0,0,1,0,0,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
900,0,0,1,0,0,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1050,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1200,0,0,1,0,1,1,0,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1350,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1500,0,0,1,0,0,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1650,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1800,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
1950,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
2100,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
2250,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
2400,0,0,0,0,0,0,0,0,0,410c22d6-fef5-40de-b944-4e5d23c88763
2550,0,0,1,1,1,1,1,1,1,410c22d6-fef5-40de-b944-4e5d23c88763
0,0,0,0,0,0,0,0,1,0,5383f43e-b7cd-480e-9ada-6b20ac802366
150,0,0,0,1,0,0,0,1,0,5383f43e-b7cd-480e-9ada-6b20ac802366
300,0,0,0,0,0,0,0,1,0,5383f43e-b7cd-480e-9ada-6b20ac802366
450,0,0,1,1,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
600,0,0,0,0,0,0,1,1,0,5383f43e-b7cd-480e-9ada-6b20ac802366
750,0,0,0,0,0,0,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
900,0,0,0,0,0,0,1,1,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1050,0,0,1,1,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1200,0,0,1,0,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1350,0,0,0,0,0,0,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1500,0,0,0,0,0,0,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1650,0,0,1,1,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1800,0,0,1,1,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
1950,0,0,1,1,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
2100,0,0,0,0,0,0,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
2250,0,0,1,0,0,1,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
2400,0,0,0,0,0,0,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
2550,0,0,0,0,0,0,0,0,0,5383f43e-b7cd-480e-9ada-6b20ac802366
0,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
150,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
300,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
450,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
600,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
750,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
900,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1050,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1200,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1350,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1500,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1650,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1800,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
1950,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
2100,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
2250,0,0,0,0,0,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
2400,0,1,0,0,1,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
2550,0,1,0,0,1,0,0,0,0,cdd3474b-67b0-4f52-98ae-62d1478663f0
0,0,0,0,0,0,0,0,0,0,93d20286-f7fb-4123-9e48-c81f1144be16
150,0,0,0,0,0,0,0,0,0,93d20286-f7fb-4123-9e48-c81f1144be16
300,0,0,0,0,0,1,0,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
450,0,0,0,0,0,1,0,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
600,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
750,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
900,0,0,0,0,0,1,1,0,0,93d20286-f7fb-4123-9e48-c81f1144be16
1050,0,0,0,0,0,1,1,0,0,93d20286-f7fb-4123-9e48-c81f1144be16
1200,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
1350,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
1500,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
1650,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
1800,0,0,0,0,1,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
1950,0,0,0,0,0,1,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
2100,0,0,0,0,0,0,1,1,0,93d20286-f7fb-4123-9e48-c81f1144be16
2250,0,0,1,0,1,1,1,1,1,93d20286-f7fb-4123-9e48-c81f1144be16
2400,0,0,1,0,1,1,1,1,1,93d20286-f7fb-4123-9e48-c81f1144be16
2550,0,0,1,0,1,1,1,1,1,93d20286-f7fb-4123-9e48-c81f1144be16
0,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
150,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
300,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
450,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
600,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
750,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
900,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1050,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1200,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1350,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1500,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1650,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1800,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
1950,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
2100,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
2250,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
2400,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
2550,0,0,0,0,0,0,0,0,0,90990e95-1ccd-4110-a48e-38f44d87c3fd
0,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
150,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
300,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
450,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
600,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
750,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
900,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1050,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1200,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1350,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1500,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1650,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1800,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
1950,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
2100,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
2250,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
2400,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
2550,0,0,0,0,0,0,0,0,0,e2a258e8-b0eb-4661-a668-7cffe3403bd4
0,0,0,0,0,0,0,0,1,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
150,0,0,0,1,0,0,0,1,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
300,0,0,0,1,1,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
450,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
600,0,0,0,0,0,0,0,1,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
750,1,1,1,0,1,0,1,1,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
900,1,1,1,1,1,0,1,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1050,1,1,1,1,1,1,1,1,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1200,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1350,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1500,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1650,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1800,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
1950,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
2100,0,0,0,0,0,0,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
2250,0,1,1,0,0,1,1,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
2400,0,1,1,0,0,1,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
2550,0,0,1,0,0,1,0,0,0,60d20abe-d7c2-4edd-9bd2-90f47d86aba9
0,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
150,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
300,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
450,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
600,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
750,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
900,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1050,1,0,0,1,0,0,1,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1200,1,0,0,1,0,0,1,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1350,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1500,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1650,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1800,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
1950,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
2100,0,0,0,1,1,0,1,1,0,72a722e2-3f4c-485a-886e-99cdf374af41
2250,0,0,0,1,1,0,1,1,0,72a722e2-3f4c-485a-886e-99cdf374af41
2400,0,0,0,0,0,0,1,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
2550,0,0,0,0,0,0,0,0,0,72a722e2-3f4c-485a-886e-99cdf374af41
0,0,0,0,0,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
150,0,0,0,0,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
300,0,0,0,0,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
450,0,0,0,1,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
600,0,0,0,1,0,0,1,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
750,0,0,0,1,0,0,1,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
900,0,0,1,1,0,0,1,0,0,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1050,0,0,0,0,0,0,0,0,0,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1200,0,0,0,0,0,0,0,0,0,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1350,0,0,0,0,0,0,0,0,0,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1500,0,0,0,0,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1650,0,0,0,0,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1800,0,0,0,0,0,0,0,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
1950,0,0,0,0,0,0,1,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
2100,0,0,0,0,0,0,1,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
2250,0,0,0,1,0,0,1,0,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
2400,0,0,0,1,0,0,1,1,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
2550,0,0,0,1,0,0,1,1,1,832e2a8a-4bb3-4fca-8d9f-40ad06cbb74f
0,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
150,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
300,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
450,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
600,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
750,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
900,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1050,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1200,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1350,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1500,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1650,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1800,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
1950,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
2100,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
2250,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
2400,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
2550,0,0,0,0,0,0,0,0,0,b3b91aeb-7b92-497f-8f5b-38bacc5a37d6
0,0,0,0,0,0,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
150,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
300,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
450,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
600,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
750,1,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
900,1,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
1050,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
1200,1,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
1350,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
1500,0,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
1650,1,1,0,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
1800,1,1,0,0,1,0,0,0,1,2ef46155-df61-49b8-a849-f02f1d9f488c
1950,0,0,0,0,0,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
2100,0,1,0,0,1,0,0,0,1,2ef46155-df61-49b8-a849-f02f1d9f488c
2250,0,0,0,0,0,0,1,0,1,2ef46155-df61-49b8-a849-f02f1d9f488c
2400,0,0,0,0,0,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
2550,1,1,1,0,1,0,0,0,0,2ef46155-df61-49b8-a849-f02f1d9f488c
0,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
150,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
300,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
450,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
600,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
750,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
900,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1050,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1200,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1350,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1500,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1650,0,0,0,0,0,0,1,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1800,0,0,0,0,0,0,1,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
1950,0,0,0,0,0,0,1,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
2100,0,0,0,0,0,0,1,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
2250,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
2400,0,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
2550,1,0,0,0,0,0,0,0,0,9ed97650-432d-471a-8bac-d3e3cc91e2ae
0,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
150,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
300,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
450,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
600,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
750,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
900,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1050,0,0,0,0,0,0,1,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1200,0,0,0,0,0,0,1,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1350,0,0,0,0,0,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1500,0,0,0,1,1,1,0,0,1,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1650,0,0,1,1,1,1,0,0,1,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1800,0,0,1,0,1,1,0,0,1,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
1950,0,0,0,1,1,1,0,0,1,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
2100,0,0,0,0,1,1,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
2250,0,0,0,0,1,1,0,0,1,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
2400,0,0,0,0,1,1,0,0,1,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
2550,0,0,0,0,1,0,0,0,0,81710a45-1d76-40f6-9fd3-4253e8bfc8c9
0,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
150,1,0,0,1,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
300,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
450,1,0,0,1,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
600,1,0,0,1,0,0,1,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
750,1,0,0,1,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
900,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1050,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1200,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1350,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1500,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1650,0,0,0,0,0,0,0,0,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1800,1,0,1,1,1,1,1,1,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
1950,1,0,1,0,1,1,1,1,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
2100,1,0,1,1,1,1,1,1,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
2250,1,1,1,1,1,1,1,1,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
2400,1,1,1,1,1,1,0,1,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
2550,1,1,1,1,1,1,1,1,0,8e7c3748-6663-4a3d-9542-3f7c3d5db24c
0,0,0,0,0,0,0,0,0,0,d9d0e694-87f7-4785-850f-09523ec0ce86
150,0,0,0,0,0,0,0,0,0,d9d0e694-87f7-4785-850f-09523ec0ce86
300,0,0,1,0,0,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
450,0,1,1,0,1,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
600,0,0,1,0,1,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
750,0,0,1,0,1,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
900,0,0,0,0,0,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
1050,0,0,1,0,1,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
1200,0,0,0,0,0,0,0,0,0,d9d0e694-87f7-4785-850f-09523ec0ce86
1350,0,0,0,0,0,0,0,0,0,d9d0e694-87f7-4785-850f-09523ec0ce86
1500,0,0,0,0,0,0,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
1650,1,1,1,1,1,1,0,1,0,d9d0e694-87f7-4785-850f-09523ec0ce86
1800,1,1,1,1,1,1,0,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
1950,0,1,1,1,1,1,1,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
2100,1,0,1,1,1,1,1,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
2250,0,0,1,1,1,1,1,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
2400,1,1,1,1,1,1,1,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
2550,1,1,1,1,1,1,1,1,1,d9d0e694-87f7-4785-850f-09523ec0ce86
